elevation,slope,rainfall_3day,distance_river,clay_percent,land_cover,population,flooded
1139.0,5.19,60.8,4390,65.0,30,165,0
1234.7,3.48,155.0,600,26.4,10,28,1
1100.0,2.82,27.5,1806,28.1,30,89,0
1442.3,0.81,75.7,651,65.0,10,39,0
1436.1,0.67,19.6,600,30.0,20,38,0
1489.5,1.22,23.4,1051,51.4,30,45,0
1315.7,2.08,64.2,4623,28.5,30,74,0
1484.0,0.79,22.5,1081,33.7,80,137,0
1481.8,0.32,19.3,600,29.9,40,460,0
1250.0,5.0,7.7,993,42.4,40,260,0
1267.1,3.04,155.0,800,40.2,10,69,1
1250.0,5.0,142.0,602,44.1,10,104,1
1614.4,2.03,36.1,600,44.0,40,293,0
1531.5,0.57,27.1,600,36.8,30,55,0
1201.6,6.75,73.0,70,48.3,10,106,0
1250.0,0.02,9.4,600,32.7,40,404,0
1155.0,2.65,5.1,31,24.8,30,122,0
1458.8,1.76,10.0,308,58.1,30,134,0
1465.0,5.27,6.1,221,27.7,90,74,0
1195.5,2.3,20.9,673,49.5,10,37,0
1122.8,0.01,71.9,210,52.1,40,273,1
1588.0,0.5,7.5,789,38.7,80,0,0
1353.0,0.61,112.7,6000,35.0,10,72,0
1183.2,0.68,9.4,1981,30.3,50,978,0
1284.2,21.11,31.5,1081,39.9,40,260,0
1250.0,12.57,12.2,66,28.1,50,1100,0
1394.3,20.79,37.0,223,17.9,30,51,0
1172.6,8.16,32.2,663,18.8,90,106,0
1258.5,20.06,52.5,338,34.6,40,408,0
1185.7,2.96,12.5,600,26.7,40,164,0
1457.2,5.83,105.8,600,34.5,40,625,0
1511.2,3.69,13.8,3533,38.5,40,316,0
1504.2,0.95,39.1,20,27.0,30,49,0
1196.9,1.7,47.5,20,47.9,30,41,1
1346.9,8.2,34.7,33,29.2,30,87,0
1130.4,3.0,11.8,908,41.2,40,275,0
1287.3,1.26,61.5,303,22.9,40,398,0
1102.9,4.21,17.4,600,44.4,40,164,1
1456.2,0.99,85.9,600,30.9,40,339,0
1356.7,0.88,30.3,1187,41.7,40,63,0
1113.4,0.77,34.1,600,19.6,30,59,1
1550.5,0.5,38.6,563,28.3,40,515,0
1457.0,0.04,70.2,795,47.2,10,54,0
1470.6,0.64,31.0,106,29.4,10,56,0
1288.3,3.04,48.4,600,39.8,40,284,0
1601.0,3.19,9.4,29,65.0,10,79,0
1518.5,0.92,132.8,240,26.9,20,73,1
1250.0,0.55,67.1,179,53.5,40,404,1
1459.1,1.49,21.4,1485,58.1,40,329,0
1432.5,0.47,4.4,342,65.0,40,258,0
1554.7,1.57,53.4,1832,29.0,90,94,0
1370.7,2.07,5.5,2773,63.1,40,358,0
1385.4,4.58,35.5,108,36.6,40,473,0
1393.3,7.49,30.4,2406,19.2,30,128,0
1287.0,1.64,143.2,2149,36.0,40,356,1
1423.8,0.47,125.1,600,15.5,10,80,0
1210.2,0.54,33.1,44,44.9,40,623,0
1533.6,4.06,4.6,20,60.5,10,123,0
1178.9,1.92,94.8,101,23.0,30,54,1
1196.5,1.06,40.5,4599,32.7,40,235,0
1173.5,7.93,68.1,717,42.8,40,506,1
1642.6,1.45,30.5,3213,41.2,30,38,0
1284.5,1.0,30.4,1589,29.8,40,324,0
1443.9,0.7,4.6,3583,32.9,40,492,0
1132.2,1.21,13.0,1457,58.0,40,389,1
1191.2,0.54,12.1,4787,26.7,10,65,0
1250.0,4.8,20.7,429,35.0,40,231,0
1161.3,1.36,37.0,960,50.5,10,42,0
1483.5,2.81,131.2,51,45.6,30,56,0
1193.3,1.04,78.4,466,44.2,40,527,1
1623.8,0.05,16.0,600,46.5,10,101,0
1139.3,0.86,2.9,600,50.2,40,464,0
1456.6,2.32,10.0,600,19.3,80,53,0
1310.3,2.73,60.3,423,46.6,40,444,0
1562.5,4.41,129.1,600,50.4,40,271,0
1194.3,0.85,14.1,600,54.3,40,496,1
1616.2,0.44,131.4,821,46.4,50,1182,0
1250.0,0.06,17.5,2380,25.8,20,100,0
1406.9,3.47,1.2,431,21.2,40,364,0
1250.0,5.0,142.9,993,15.0,40,265,1
1433.7,0.5,74.5,328,64.9,50,1204,0
1459.0,0.34,50.5,283,30.2,30,105,0
1180.2,0.45,13.8,20,51.2,10,101,0
1171.3,1.27,98.2,81,32.6,90,110,1
1451.7,0.5,8.1,20,38.1,10,93,0
1189.9,0.77,44.8,359,55.0,20,67,1
1469.2,0.75,19.5,81,44.1,40,344,0
1255.9,0.97,124.7,1495,43.9,40,417,1
1446.9,2.41,35.2,679,48.8,40,91,0
1198.8,0.09,24.0,816,28.8,40,342,0
1460.0,0.69,21.2,218,34.4,40,339,0
1250.0,2.11,23.9,990,53.6,20,83,0
1162.2,2.47,34.1,1544,35.7,40,441,0
1304.9,0.18,60.5,600,31.1,30,117,0
1149.3,1.07,35.0,600,62.0,10,62,1
1391.4,0.66,84.2,6000,44.5,80,64,0
1127.8,3.95,103.8,800,63.9,10,58,1
1345.4,0.78,22.1,1039,20.7,40,252,0
1483.1,4.99,53.3,2312,25.2,50,829,0
1163.9,0.26,52.7,433,33.7,20,0,1
1473.1,1.23,18.7,32,45.0,30,60,0
1585.5,3.76,31.8,3424,27.3,40,331,0
1612.2,22.0,31.4,201,40.9,30,0,0
1282.0,1.83,60.7,168,47.0,40,349,0
1192.6,1.85,15.3,2722,52.0,30,66,0
1448.9,1.12,36.9,250,49.5,90,62,0
1250.0,0.37,39.0,719,23.5,50,1933,0
1529.1,19.53,43.5,600,21.6,50,675,0
1345.6,0.5,25.3,38,35.0,10,33,0
1430.0,11.45,15.7,1034,45.1,20,46,0
1100.0,2.29,14.0,1125,51.9,20,72,0
1130.2,1.59,82.0,600,55.7,40,427,1
1441.2,0.5,155.0,772,48.3,10,96,1
1490.8,5.03,81.7,1822,28.7,40,214,0
1176.3,2.1,22.2,761,48.9,40,512,1
1479.6,1.85,27.2,1100,50.0,40,321,0
1342.6,3.28,49.3,800,20.8,40,440,0
1384.1,1.8,60.9,196,36.4,40,267,0
1410.6,0.66,88.2,130,53.3,20,46,0
1188.2,0.19,64.4,963,32.3,30,75,1
1137.0,0.25,35.7,600,30.5,40,401,1
1392.0,2.14,56.4,87,62.7,40,393,1
1132.3,2.45,50.0,880,58.0,30,117,1
1250.0,4.03,53.3,3779,25.6,40,365,0
1250.0,22.0,79.7,62,49.9,40,264,0
1117.9,1.89,44.6,600,60.9,30,40,1
1298.6,2.31,9.4,600,19.2,40,378,0
1367.5,10.47,102.3,1456,38.5,30,56,0
1603.6,9.24,5.0,1227,15.0,20,131,0
1519.2,0.53,10.0,107,32.5,40,122,0
1100.0,1.35,5.7,140,26.5,90,106,1
1250.0,2.82,96.2,600,58.8,40,575,1
1433.3,0.5,90.0,370,15.0,80,116,1
1526.0,2.36,22.6,20,35.2,40,457,0
1175.0,18.16,17.5,275,35.6,40,408,0
1252.8,0.98,12.2,158,43.6,40,52,0
1139.6,1.35,50.0,659,30.8,30,45,1
1165.9,1.25,40.4,1047,39.6,10,109,0
1330.2,2.06,7.9,4184,50.0,40,187,0
1454.0,0.45,140.8,948,43.9,40,316,1
1529.5,1.18,2.2,1462,39.0,40,320,0
1190.1,0.47,50.0,93,15.0,40,496,1
1309.7,1.7,98.3,434,22.2,20,26,0
1149.9,4.41,28.9,454,15.0,30,29,0
1212.4,0.95,16.5,114,22.8,40,514,0
1594.3,1.54,12.9,352,58.9,20,90,0
1288.0,3.35,9.6,836,30.5,50,1142,0
1325.2,1.86,56.3,138,65.0,40,453,1
1250.0,1.73,25.7,70,38.8,10,117,0
1117.4,22.0,15.9,600,47.7,40,362,0
1181.8,0.2,57.0,520,36.8,40,461,1
1119.9,0.85,33.1,600,29.9,40,200,1
1153.8,0.5,50.0,600,32.5,90,129,1
1508.7,0.41,49.0,237,23.9,40,590,0
1690.9,8.78,29.4,1762,20.6,50,1462,0
1250.0,2.86,6.3,3171,51.1,80,78,0
1548.6,4.58,57.1,1139,27.2,10,46,0
1486.5,4.6,137.4,600,55.3,10,112,0
1100.0,2.25,64.5,1360,40.1,40,423,1
1332.9,0.76,77.3,261,23.1,40,483,0
1544.2,5.85,28.2,1589,37.8,40,301,0
1194.0,5.33,155.0,912,55.2,40,239,1
1209.4,0.5,34.9,2951,33.1,40,176,0
1214.9,12.79,5.5,404,59.8,40,356,0
1353.7,1.32,155.0,2170,28.1,40,605,1
1250.0,3.39,144.4,1987,26.2,30,118,1
1661.7,12.37,45.4,4081,61.7,20,21,0
1233.1,5.22,60.7,2589,52.4,40,366,0
1626.8,2.22,80.2,745,42.2,40,299,0
1390.0,4.33,15.4,949,50.0,40,521,0
1250.0,0.9,14.6,1219,32.9,30,68,0
1577.9,0.26,137.2,182,52.3,30,116,0
1345.0,2.34,46.7,388,61.4,40,465,0
1490.8,4.25,98.6,600,42.9,90,42,1
1216.7,0.69,41.2,600,15.0,80,113,1
1623.4,0.44,18.4,1362,51.9,40,269,0
1184.4,0.28,74.1,600,40.8,50,741,1
1175.8,22.0,78.3,800,32.3,10,16,0
1450.1,1.01,109.3,1138,43.3,50,344,0
1380.3,4.24,25.2,3518,34.7,40,363,0
1393.4,0.61,90.0,407,44.7,40,189,1
1114.6,17.69,42.0,669,29.0,10,114,0
1100.0,1.6,50.7,600,33.9,50,1895,1
1277.9,2.26,6.9,961,33.7,40,444,0
1290.4,4.66,3.8,154,36.0,30,37,0
1250.0,1.07,12.0,624,56.4,30,94,0
1179.6,2.05,71.5,263,17.1,30,62,1
1196.3,8.93,11.3,612,65.0,40,178,0
1287.6,9.19,11.5,100,38.6,30,65,0
1692.3,1.13,68.7,58,48.0,40,396,0
1411.4,5.93,24.2,1129,47.6,40,239,0
1438.5,2.95,21.3,738,41.9,90,127,0
1206.6,1.78,50.0,322,54.9,30,47,0
1145.2,4.68,149.8,4429,23.6,10,112,1
1100.0,2.32,31.9,20,48.1,30,55,1
1191.8,4.7,39.9,88,51.2,20,26,1
1171.8,0.0,21.6,20,23.1,40,241,1
1121.1,0.5,26.6,2901,31.0,40,21,0
1310.8,1.44,123.9,928,65.0,40,373,1
1619.2,5.0,43.4,20,45.0,20,134,0
1378.6,1.46,112.1,129,15.0,40,530,1
1363.7,1.46,6.4,1079,22.5,90,58,0
1189.3,1.81,65.6,800,31.9,40,340,1
1489.5,0.58,18.5,3572,61.9,90,134,0
1386.0,0.43,27.5,62,27.8,10,20,0
1250.0,0.52,13.4,20,59.5,10,113,0
1157.2,2.57,10.1,278,37.2,90,88,1
1169.4,9.18,90.0,600,53.9,40,406,1
1525.9,4.55,10.0,203,33.0,20,66,0
1179.6,0.12,1.4,524,45.7,30,73,0
1149.3,0.01,65.2,365,47.5,40,202,1
1250.0,22.0,21.4,70,45.7,40,377,0
1100.0,2.82,22.8,159,34.9,40,358,1
1105.0,2.03,48.2,3682,61.9,10,82,0
1290.3,0.77,155.0,20,56.5,40,406,1
1350.6,1.06,26.3,600,47.8,40,353,0
1367.9,1.14,10.5,1214,45.3,40,595,0
1250.0,8.66,50.3,85,31.6,40,348,0
1250.0,10.87,29.0,190,22.3,40,355,0
1407.0,0.42,38.3,865,42.2,30,78,0
1250.0,7.89,74.8,436,52.8,40,374,1
1390.7,1.36,24.8,971,65.0,20,103,0
1140.0,1.7,16.4,1136,32.8,10,109,0
1369.8,0.54,13.2,395,31.0,30,90,0
1205.0,0.23,38.0,91,27.6,10,101,0
1232.6,2.33,76.1,286,51.0,40,476,1
1539.0,1.51,123.7,20,44.4,10,153,0
1235.8,5.16,131.4,1668,55.8,40,533,1
1365.6,0.5,115.1,2402,57.0,90,113,1
1300.0,0.21,50.6,5339,62.3,10,163,0
1559.5,3.72,85.0,45,19.0,30,106,0
1181.1,0.5,42.8,600,34.6,40,427,1
1544.5,3.2,50.7,20,65.0,20,51,0
1337.5,0.92,36.9,2735,35.4,40,355,0
1486.1,3.66,29.1,1153,31.6,30,96,0
1206.3,3.04,60.5,72,62.6,30,151,0
1577.4,2.15,45.6,600,30.2,50,1108,0
1534.0,13.54,2.2,721,21.1,30,65,0
1250.0,0.14,78.3,600,25.5,30,68,0
1100.0,2.5,11.9,600,36.1,20,74,0
1228.4,0.17,44.3,83,42.9,30,26,0
1169.4,0.95,43.9,1219,57.2,30,62,1
1460.7,0.76,22.7,615,19.5,30,60,0
1251.7,0.54,89.6,51,31.5,40,113,1
1157.2,0.01,114.8,170,36.3,40,432,1
1217.3,3.05,66.6,201,40.7,40,169,0
1178.4,4.69,12.6,1868,61.6,40,176,0
1422.6,7.44,9.0,1794,51.5,40,314,0
1200.4,1.6,37.4,212,33.7,90,137,1
1306.2,20.14,54.7,600,31.6,40,235,0
1336.5,0.24,155.0,1212,44.3,80,144,1
1423.1,4.27,27.4,60,59.6,40,456,0
1252.9,9.65,55.8,360,29.8,40,415,0
1570.8,19.3,11.4,31,44.4,40,373,0
1500.4,1.26,51.6,48,56.4,50,1127,0
1160.7,0.04,1.6,867,18.4,40,365,0
1427.2,4.64,78.9,200,40.9,40,287,0
1147.0,7.03,19.4,953,35.5,40,258,0
1365.6,10.29,19.8,219,25.1,50,560,0
1426.4,17.53,28.6,6000,23.1,90,139,0
1403.7,0.56,16.2,600,53.8,30,104,0
1250.0,7.04,53.5,501,22.7,40,299,0
1277.5,4.52,68.3,1926,65.0,10,101,0
1320.9,0.32,1.6,2732,45.1,20,110,0
1219.0,1.4,37.4,85,41.5,80,147,0
1190.0,0.01,77.8,2510,50.0,40,247,1
1150.5,5.23,29.4,764,38.5,30,124,0
1616.5,5.0,9.0,1005,52.7,40,294,0
1527.2,3.34,67.7,1961,25.9,40,477,0
1577.7,0.61,90.0,600,41.6,30,113,0
1143.0,1.63,14.6,600,40.0,30,85,0
1174.1,0.54,17.5,1044,35.0,40,305,1
1397.7,1.54,12.9,600,27.1,20,22,0
1417.3,2.55,62.3,252,39.0,20,35,0
1141.7,7.9,16.0,3982,43.4,30,109,0
1143.1,0.23,20.4,4339,27.0,50,1156,0
1490.6,1.75,17.9,1005,33.9,10,75,0
1385.2,3.17,28.5,1932,16.1,40,343,0
1170.5,3.83,15.1,36,23.0,40,403,0
1304.3,1.02,10.3,183,50.9,10,61,0
1448.7,1.81,155.0,600,16.5,40,450,1
1290.6,11.86,6.1,83,25.7,40,258,0
1250.0,1.26,31.6,4423,35.4,40,441,0
1100.0,0.14,79.8,369,20.8,50,822,1
1713.7,14.68,122.1,1094,62.5,30,149,0
1448.3,0.7,22.9,184,38.7,40,489,0
1392.6,5.34,20.7,800,42.1,30,37,0
1250.0,0.87,50.0,1139,24.1,30,170,0
1513.1,5.28,41.5,222,43.8,20,84,0
1609.1,2.19,155.0,3994,61.3,40,489,0
1250.0,1.67,76.3,800,32.2,30,29,0
1468.7,1.58,48.4,233,62.5,40,304,0
1253.5,0.92,64.6,800,48.2,40,376,1
1464.8,12.31,93.0,112,41.2,40,439,0
1464.7,12.63,71.0,6000,26.2,50,1539,0
1363.6,8.8,9.4,600,44.0,20,9,0
1203.2,0.38,22.5,2459,36.4,40,351,0
1486.2,0.54,15.6,3630,41.9,80,94,0
1312.3,6.35,61.2,2135,39.6,10,94,0
1404.2,0.73,13.7,600,29.7,40,473,0
1531.1,17.41,9.1,103,46.4,30,31,0
1164.6,0.13,8.5,769,33.1,40,298,0
1168.3,1.1,14.5,878,58.3,40,582,1
1487.2,0.28,117.0,1159,22.2,80,49,1
1115.2,3.55,0.8,180,35.5,40,361,0
1401.6,10.88,62.3,1335,36.2,40,81,0
1380.8,0.77,155.0,169,48.5,10,31,1
1176.0,0.5,7.6,3768,33.8,40,266,0
1144.0,0.56,6.0,648,38.4,40,0,1
1160.5,1.42,43.3,660,49.4,40,481,1
1462.0,1.27,154.5,260,33.7,40,195,1
1385.0,6.57,11.1,883,34.0,90,69,0
1434.8,2.75,31.1,1404,40.3,10,94,0
1484.7,5.88,50.3,600,53.0,30,112,0
1333.1,6.2,22.7,33,55.7,90,71,0
1250.0,1.13,83.2,600,45.0,40,401,0
1255.4,2.91,123.0,925,23.6,40,281,1
1413.1,0.5,69.5,3908,26.5,10,87,0
1215.4,7.61,81.2,5848,33.5,30,73,0
1140.7,3.33,43.4,854,38.1,10,7,1
1467.9,5.85,47.6,102,35.2,20,88,0
1426.6,0.18,105.8,362,32.5,40,282,1
1128.9,0.98,155.0,1307,56.3,40,625,1
1516.7,2.78,11.9,109,36.6,50,1276,0
1250.0,2.83,88.9,2515,45.5,30,84,0
1452.1,6.02,10.0,233,60.7,30,99,0
1399.1,1.13,52.9,312,15.0,40,156,0
1137.7,4.5,10.7,4981,26.8,10,40,0
1431.0,0.48,75.8,600,24.7,40,477,0
1323.3,3.32,10.5,342,55.1,40,282,0
1411.0,3.11,18.9,948,32.1,90,72,0
1434.8,22.0,115.1,116,30.4,10,151,0
1109.6,1.86,82.4,768,47.3,20,78,1
1162.6,14.02,0.8,980,35.0,30,121,0
1450.7,2.66,95.9,967,60.3,30,30,0
1151.5,0.68,18.7,1603,15.0,40,272,1
1490.1,1.35,65.4,6000,35.5,80,48,0
1198.2,0.33,155.0,222,55.0,10,36,1
1126.8,2.69,40.0,600,29.6,30,9,0
1306.8,1.19,3.9,41,52.0,30,88,0
1231.0,3.34,14.5,1028,56.3,40,372,0
1534.5,1.53,50.0,252,31.8,40,279,0
1187.2,0.5,84.0,241,37.9,40,457,1
1539.6,2.18,54.3,796,41.3,40,443,0
1323.4,7.69,32.7,800,40.1,40,420,0
1100.0,0.32,62.9,346,51.3,40,560,1
1337.9,2.22,19.7,600,21.9,40,570,0
1351.8,0.11,95.5,2512,34.0,30,53,0
1229.9,3.14,97.9,57,32.2,10,77,1
1593.3,10.55,30.8,163,58.7,30,40,0
1539.8,1.79,73.7,399,25.3,10,140,0
1479.4,4.58,33.3,600,49.2,30,91,0
1182.3,2.91,90.0,1210,49.3,30,120,1
1402.1,2.38,34.8,375,18.1,10,65,0
1416.7,0.86,53.6,36,42.4,40,237,0
1362.3,3.67,16.9,194,27.5,40,561,0
1148.6,0.07,155.0,600,38.1,30,131,1
1405.2,10.33,46.1,649,40.2,40,171,0
1415.0,2.62,16.5,91,31.7,40,176,0
1287.2,6.31,47.7,600,28.0,20,124,0
1107.4,14.33,7.6,366,32.0,90,43,0
1130.5,2.36,90.0,85,31.1,20,101,1
1146.5,2.2,155.0,333,31.8,40,536,1
1139.7,5.0,15.0,800,18.2,90,108,1
1280.6,11.27,90.0,23,30.7,40,145,0
1207.2,2.83,27.2,1870,23.5,40,229,0
1234.0,0.87,100.8,300,29.7,50,939,1
1167.7,5.44,34.7,800,27.6,30,127,0
1461.2,10.4,13.9,185,36.0,30,51,0
1354.0,3.23,19.2,86,25.8,40,394,0
1317.2,15.59,77.9,373,48.9,50,613,0
1676.6,0.32,35.1,600,23.5,40,560,0
1468.2,4.88,19.7,1895,24.6,90,52,0
1289.0,11.42,10.8,1033,24.8,30,101,0
1147.5,3.38,105.1,37,37.9,40,171,1
1163.3,0.67,74.3,600,37.1,80,75,1
1422.0,0.81,9.7,1587,45.4,40,47,0
1116.9,0.86,74.4,2736,39.6,90,95,1
1391.2,0.31,30.5,194,28.1,30,61,0
1526.1,0.81,3.5,600,29.7,90,168,0
1500.1,1.56,23.1,1215,33.8,50,1338,0
1451.5,7.91,25.6,800,27.5,10,84,0
1593.0,4.25,8.3,39,62.8,40,540,0
1515.1,3.41,131.6,1401,52.6,40,270,1
1699.0,0.29,36.0,600,50.8,10,46,0
1410.4,10.11,36.5,2565,31.0,10,26,0
1182.8,13.85,14.7,600,29.5,10,109,0
1546.1,1.04,34.2,20,57.5,40,498,0
1155.4,1.02,42.8,51,40.7,40,205,1
1286.7,0.04,0.6,1941,60.2,80,33,0
1100.0,1.03,28.2,3136,29.9,30,118,0
1228.5,3.71,17.5,53,27.2,40,323,0
1250.0,0.82,6.1,626,24.7,10,97,0
1568.4,2.16,90.0,4236,27.3,40,409,0
1573.5,0.09,48.1,182,28.5,80,103,0
1368.8,2.99,13.8,600,64.7,30,31,0
1545.0,0.69,66.4,1709,46.2,30,125,0
1364.0,3.32,91.6,427,41.9,40,298,0
1188.3,3.17,10.1,546,32.7,30,0,0
1216.7,0.48,2.4,600,30.9,40,405,0
1100.0,0.5,103.3,1872,31.7,30,193,1
1158.2,0.72,27.6,1087,24.2,30,125,0
1440.8,2.16,1.3,129,31.4,40,400,0
1285.0,0.55,26.4,1545,43.4,80,102,1
1650.0,1.87,4.3,600,48.4,40,411,0
1501.9,0.58,90.0,747,43.0,10,121,0
1250.0,0.85,111.0,37,19.4,30,47,0
1317.4,1.11,20.0,300,22.8,90,128,0
1313.1,1.49,7.0,56,29.5,80,117,0
1271.8,1.07,29.5,367,39.3,10,106,0
1437.7,0.73,90.0,1334,28.7,50,888,0
1264.0,4.99,45.1,673,27.0,90,120,0
1250.0,13.56,25.5,20,37.2,30,121,0
1140.9,0.62,9.9,2108,24.7,40,212,0
1385.9,0.5,43.5,600,52.0,40,225,0
1213.6,12.06,90.0,2919,39.0,30,99,0
1193.7,7.03,6.4,616,25.3,20,53,0
1509.7,3.43,60.1,902,44.8,30,53,0
1452.2,10.42,23.7,800,57.0,80,97,0
1522.3,0.44,41.7,403,36.7,40,386,0
1191.4,10.71,63.6,128,25.3,30,81,0
1513.9,0.34,34.9,600,42.7,40,415,0
1361.7,9.51,21.0,116,30.7,40,394,0
1307.1,0.5,53.0,20,61.5,40,384,1
1137.9,0.64,16.3,225,35.4,40,385,0
1250.0,4.02,35.1,176,46.6,40,332,0
1432.1,0.7,38.8,103,26.8,20,127,0
1186.8,6.24,90.0,217,51.7,30,76,1
1545.1,1.27,5.0,160,46.5,40,428,0
1178.6,21.96,5.9,606,27.1,40,428,0
1468.1,1.59,24.0,219,59.5,40,411,0
1250.0,3.87,152.1,1023,29.3,40,293,1
1151.9,2.36,12.8,20,52.3,40,324,1
1151.0,0.29,39.4,86,35.4,40,324,1
1345.1,0.73,55.8,839,20.3,90,137,0
1464.7,6.78,155.0,600,27.6,30,72,0
1574.1,0.45,5.6,651,34.9,80,79,0
1250.0,8.56,77.9,1410,22.2,30,52,0
1300.1,4.29,21.2,275,25.2,40,599,0
1194.2,1.01,92.8,600,28.7,40,356,1
1155.4,11.53,2.3,166,44.2,30,123,0
1301.2,3.08,72.8,1751,24.6,90,45,0
1238.3,1.0,90.0,30,43.1,30,70,1
1171.9,0.5,11.6,420,38.3,40,418,0
1146.1,1.07,50.0,160,52.6,40,508,1
1100.0,3.18,155.0,600,37.2,20,63,1
1201.8,0.33,72.3,39,39.5,90,110,1
1167.0,3.53,58.7,295,54.9,40,440,1
1601.4,0.13,154.1,2770,51.5,80,54,1
1439.8,7.15,37.4,2854,41.6,40,304,0
1151.1,3.52,41.4,114,36.7,40,311,1
1546.3,22.0,6.2,55,34.7,30,63,0
1585.4,0.92,104.3,101,47.5,40,301,1
1250.0,3.31,83.1,465,63.8,10,139,1
1591.2,8.23,59.9,61,24.2,40,507,0
1167.1,0.16,48.8,1070,23.5,10,89,1
1369.6,1.28,84.3,677,33.7,30,135,0
1399.0,11.63,18.0,244,29.0,10,48,0
1250.0,1.77,5.2,3182,56.9,80,81,0
1349.8,6.66,87.0,1823,45.8,40,224,0
1511.1,0.34,69.9,1914,22.8,40,129,0
1352.9,0.58,13.9,3025,34.1,50,1259,0
1250.0,0.5,155.0,158,58.1,40,131,1
1513.6,1.05,17.3,600,52.4,20,119,0
1409.6,17.21,32.9,193,36.0,40,455,0
1442.4,3.68,144.2,1057,46.7,90,151,1
1120.5,3.3,21.9,160,29.5,30,42,0
1624.7,0.89,48.9,872,39.2,40,237,0
1427.1,14.73,24.8,366,51.7,40,394,0
1380.8,0.27,17.2,1218,25.7,30,71,0
1622.1,10.43,155.0,111,24.6,90,80,1
1515.1,4.27,28.8,2161,59.1,30,81,0
1408.7,0.5,11.4,90,34.4,10,146,0
1423.7,1.31,10.0,649,51.8,90,137,0
1320.3,0.5,24.9,142,33.2,40,477,0
1444.1,7.24,10.6,4271,26.3,30,82,0
1163.3,3.42,22.1,574,25.6,30,33,0
1339.7,0.24,125.7,300,17.2,80,24,1
1268.8,1.07,32.5,600,48.1,30,53,0
1497.4,1.15,121.7,6000,43.2,40,154,0
1208.2,3.95,25.5,2017,32.7,30,12,0
1250.0,1.84,8.1,2353,26.8,90,103,0
1309.3,9.97,15.3,940,36.0,40,243,0
1250.0,0.01,67.4,600,29.3,40,71,1
1441.7,1.66,50.0,153,30.0,40,251,0
1375.5,3.14,6.4,600,42.8,80,106,0
1346.6,1.15,37.5,600,24.7,90,79,0
1368.3,0.06,155.0,277,21.1,40,195,1
1151.1,2.36,59.2,177,43.5,40,297,1
1250.0,7.94,49.0,91,27.1,30,46,0
1534.0,4.78,2.6,2129,40.3,30,87,0
1250.0,3.48,68.1,600,25.1,40,379,0
1159.7,11.2,12.9,312,15.0,40,324,0
1397.9,5.83,155.0,600,45.9,50,1262,0
1435.8,0.56,9.2,815,30.4,20,54,0
1151.1,5.48,24.8,2288,55.6,40,351,0
1402.6,0.05,6.9,880,43.0,40,310,0
1310.9,0.5,155.0,21,44.8,40,461,1
1473.7,22.0,28.7,683,35.3,10,151,0
1439.4,8.05,7.0,802,54.4,40,289,0
1250.0,2.92,1.9,77,43.7,30,17,0
1155.8,4.95,18.7,1010,33.0,40,256,0
1123.3,2.47,14.9,600,49.1,40,490,1
1197.1,1.84,37.8,3840,40.6,40,369,0
1245.8,1.25,57.8,884,55.8,40,538,1
1250.0,0.52,40.9,600,27.1,90,89,0
1434.3,0.54,92.4,600,41.3,30,129,0
1197.7,2.83,3.8,600,38.7,40,153,0
1184.3,6.29,90.0,2564,65.0,30,119,1
1206.8,0.5,61.9,202,51.4,40,433,0
1394.7,4.54,9.5,258,41.7,40,273,0
1672.6,1.07,17.9,20,57.8,40,454,0
1279.7,8.04,3.8,1259,52.2,40,198,0
1474.4,0.36,10.0,125,29.4,40,290,0
1469.0,1.64,5.6,144,43.8,30,67,0
1178.6,5.0,4.7,4796,34.4,90,103,0
1313.8,0.18,70.1,800,43.1,40,500,0
1338.8,0.9,44.3,731,36.9,40,296,0
1543.1,2.35,113.2,520,62.1,40,197,0
1218.8,4.19,12.8,106,46.0,50,2033,0
1570.5,8.29,6.2,89,29.8,20,166,0
1170.9,1.04,61.9,773,35.4,10,66,1
1174.7,0.79,22.8,493,41.1,30,77,0
1512.3,16.35,154.0,1944,35.0,40,250,0
1173.2,2.01,35.6,800,49.3,30,86,1
1250.0,1.48,9.1,742,22.0,40,276,0
1556.6,0.05,7.9,2790,42.6,10,46,0
1253.5,0.55,85.7,997,29.1,40,488,1
1524.7,1.8,155.0,20,32.7,40,316,1
1598.2,2.17,60.1,600,55.0,30,61,0
1249.8,0.72,155.0,800,59.4,30,91,1
1187.5,17.25,24.9,32,48.7,40,411,0
1190.7,1.02,25.5,600,49.0,40,438,1
1497.2,2.88,41.4,245,26.8,40,216,0
1432.8,2.78,141.5,600,49.3,30,44,1
1364.6,11.64,10.2,649,63.4,90,62,0
1710.5,1.6,13.4,131,40.6,40,287,0
1397.5,0.96,60.2,600,36.3,10,189,0
1240.5,3.52,51.8,203,44.3,40,381,0
1453.5,0.72,1.9,600,50.2,40,584,0
1423.2,0.83,25.9,600,38.8,20,83,0
1565.0,0.33,34.7,232,29.3,50,1236,0
1442.5,6.33,21.0,600,41.3,40,525,0
1641.3,2.37,4.5,600,25.0,10,134,0
1115.0,1.4,17.5,216,59.2,80,0,1
1394.0,3.18,13.0,20,36.3,40,415,0
1144.7,5.76,63.7,600,28.0,40,432,1
1362.1,2.16,27.9,205,40.4,40,429,0
1279.2,3.41,4.7,20,38.5,40,297,0
1118.8,2.43,100.0,179,24.8,40,452,1
1134.5,0.15,34.2,466,47.8,30,66,1
